drugbank_id	category	uniprot_id	entrez_gene_id	organism	known_action	actions
DB00908	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB00912	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB00917	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB00950	transporter	Q9Y6L6	10599	Human	unknown	
DB00973	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB01045	target	Q9Y6L6	10599	Human	unknown	
DB01045	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB01053	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB01076	transporter	Q9Y6L6	10599	Human	unknown	substrate|inhibitor
DB01092	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB01095	transporter	Q9Y6L6	10599	Human	unknown	
DB01098	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB01132	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB01211	target	Q9Y6L6	10599	Human	unknown	
DB01232	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB01241	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB01393	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB01583	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB01892	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB02659	transporter	Q9Y6L6	10599	Human	unknown	substrate|inhibitor|inducer
DB02691	transporter	Q9Y6L6	10599	Human	unknown	
DB04348	transporter	Q9Y6L6	10599	Human	unknown	substrate|inhibitor|inducer
DB04881	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB05239	transporter	Q9Y6L6	10599	Human	unknown	substrate|weak inhibitor
DB05804	transporter	Q9Y6L6	10599	Human	unknown	
DB06151	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB06210	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB06290	transporter	Q9Y6L6	10599	Human	no	substrate|inhibitor
DB06403	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB06589	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB06626	transporter	Q9Y6L6	10599	Human	no	substrate
DB06772	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB08860	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB08864	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB08884	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB08912	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB09054	transporter	Q9Y6L6	10599	Human	no	inhibitor
DB09102	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB09137	transporter	Q9Y6L6	10599	Human	yes	substrate
DB09272	transporter	Q9Y6L6	10599	Human	unknown	substrate|inhibitor
DB09292	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB11362	transporter	Q9Y6L6	10599	Human	no	substrate
DB11575	transporter	Q9Y6L6	10599	Human	no	substrate
DB13139	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB13153	transporter	Q9Y6L6	10599	Human	unknown	substrate
DB13154	transporter	Q9Y6L6	10599	Human	unknown	inhibitor
DB00092	target	P06729	914	Human	yes	inhibitor
DB00095	target	P20701	3683	Human	yes	antibody
DB00098	target	P20701	3683	Human	yes	
DB00227	target	P20701	3683	Human	no	other/unknown
DB02177	target	P20701	3683	Human	unknown	
DB03932	target	P20701	3683	Human	unknown	
DB04724	target	P20701	3683	Human	unknown	
DB06972	target	P20701	3683	Human	unknown	
DB07486	target	P20701	3683	Human	unknown	
DB11611	target	P20701	3683	Human	unknown	
DB00098	target	P06126	909	Human	unknown	inhibitor
DB00098	target	Q95460	3140	Human	yes	antagonist
DB00098	target	P42081	942	Human	yes	
DB01281	target	P42081	942	Human	yes	antagonist
DB06681	target	P42081	942	Human	unknown	
DB00098	target	P01730	920	Human	yes	
DB00098	target	P05556	3688	Human	yes	
DB00098	target	P06756	3685	Human	yes	
DB00100	target	P03951	2160	Human	yes	ligand
DB06404	target	P03951	2160	Human	yes	inhibitor
DB07022	target	P03951	2160	Human	unknown	
DB07023	target	P03951	2160	Human	unknown	
DB07071	target	P03951	2160	Human	unknown	
DB07074	target	P03951	2160	Human	unknown	
DB07077	target	P03951	2160	Human	unknown	
DB07212	target	P03951	2160	Human	unknown	
DB07299	target	P03951	2160	Human	unknown	
DB07887	target	P03951	2160	Human	unknown	
DB09228	target	P03951	2160	Human	yes	inhibitor
DB00102	target	P09619	5159	Human	yes	
DB00398	target	P09619	5159	Human	yes	antagonist
DB00619	target	P09619	5159	Human	unknown	antagonist
DB01254	target	P09619	5159	Human	unknown	antagonist
DB01268	target	P09619	5159	Human	yes	inhibitor
DB05014	target	P09619	5159	Human	unknown	
DB05146	target	P09619	5159	Human	unknown	
DB06589	target	P09619	5159	Human	yes	inhibitor
DB08896	target	P09619	5159	Human	yes	inhibitor
DB00102	target	P16234	5156	Human	unknown	
DB00619	target	P16234	5156	Human	unknown	antagonist
DB01268	target	P16234	5156	Human	yes	inhibitor
DB05146	target	P16234	5156	Human	unknown	
DB05216	target	P16234	5156	Human	unknown	
DB06043	target	P16234	5156	Human	yes	
DB06589	target	P16234	5156	Human	yes	inhibitor
DB08896	target	P16234	5156	Human	yes	inhibitor
DB08901	target	P16234	5156	Human	unknown	inhibitor
DB00102	target	P01023	2	Human	unknown	
DB00626	target	P01023	2	Human	unknown	inhibitor
DB08888	target	P01023	2	Human	no	ligand
DB00104	target	P30872	6751	Human	yes	
DB06663	target	P30872	6751	Human	unknown	
DB00104	target	P35346	6755	Human	yes	
DB04894	target	P35346	6755	Human	yes	agonist
DB06663	target	P35346	6755	Human	unknown	
DB06791	target	P35346	6755	Human	unknown	agonist
DB00104	target	P30874	6752	Human	yes	binder
DB04894	target	P30874	6752	Human	yes	inducer
DB06663	target	P30874	6752	Human	unknown	
DB06791	target	P30874	6752	Human	unknown	agonist
DB00107	target	P30559	5021	Human	yes	agonist
DB01282	target	P30559	5021	Human	yes	agonist
DB00107	target	P01178	5020	Human	unknown	binder
DB00107	enzyme	P48147	5550	Human	unknown	substrate
DB01684	target	P48147	5550	Human	unknown	
DB03382	target	P48147	5550	Human	unknown	
DB03535	target	P48147	5550	Human	unknown	
DB03864	target	P48147	5550	Human	unknown	
DB07148	target	P48147	5550	Human	unknown	
DB08738	target	P48147	5550	Human	unknown	
DB08739	target	P48147	5550	Human	unknown	
DB00108	target	P13612	3676	Human	yes	antibody
DB04997	target	P13612	3676	Human	unknown	
DB05092	target	P13612	3676	Human	unknown	
DB05122	target	P13612	3676	Human	unknown	
DB05468	target	P13612	3676	Human	unknown	
DB05802	target	P13612	3676	Human	unknown	
DB06822	target	P13612	3676	Human	unknown	inhibitor
DB09033	target	P13612	3676	Human	yes	antibody
DB00108	target	P05362	3383	Human	unknown	
DB08818	target	P05362	3383	Human	yes	
DB00112	target	P15692	7422	Human	yes	
DB01017	target	P15692	7422	Human	unknown	inhibitor
DB01120	target	P15692	7422	Human	unknown	other/unknown
DB01136	target	P15692	7422	Human	unknown	other
DB01270	target	P15692	7422	Human	yes	
DB03088	target	P15692	7422	Human	unknown	
DB03754	target	P15692	7422	Human	unknown	
DB05294	target	P15692	7422	Human	unknown	inhibitor
DB05434	target	P15692	7422	Human	unknown	
DB05890	target	P15692	7422	Human	unknown	
DB06779	target	P15692	7422	Human	yes	inhibitor
DB08885	target	P15692	7422	Human	yes	binder
DB00113	target	P13688	634	Human	unknown	other/unknown
DB00114	target	Q9BYV1	64902	Human	unknown	cofactor
DB00119	target	Q9BYV1	64902	Human	unknown	
DB00145	target	Q9BYV1	64902	Human	unknown	
DB00160	target	Q9BYV1	64902	Human	unknown	
DB00114	target	Q99259	2571	Human	unknown	cofactor
DB00142	target	Q99259	2571	Human	unknown	
DB00114	target	P35520	102724560	Human	unknown	cofactor
DB00114	target	P35520	875	Human	unknown	cofactor
DB00118	target	P35520	102724560	Human	unknown	activator
DB00118	target	P35520	875	Human	unknown	activator
DB00133	target	P35520	102724560	Human	unknown	
DB00133	target	P35520	875	Human	unknown	
DB00151	target	P35520	102724560	Human	unknown	
DB00151	target	P35520	875	Human	unknown	
DB00114	target	Q16719	8942	Human	unknown	cofactor
DB00160	target	Q16719	8942	Human	unknown	
DB07069	target	Q16719	8942	Human	unknown	
DB00114	target	P34896	6470	Human	unknown	cofactor
DB00116	target	P34896	6470	Human	unknown	cofactor
DB00145	target	P34896	6470	Human	unknown	
DB01055	target	P34896	6470	Human	yes	inhibitor
DB02067	target	P34896	6470	Human	unknown	
DB02800	target	P34896	6470	Human	unknown	
DB02824	target	P34896	6470	Human	unknown	
DB00114	target	Q9Y697	9054	Human	unknown	cofactor
DB00151	target	Q9Y697	9054	Human	unknown	
DB00160	target	Q9Y697	9054	Human	unknown	
DB00114	target	P17174	2805	Human	unknown	activator
DB00128	target	P17174	2805	Human	unknown	
DB00142	target	P17174	2805	Human	unknown	
DB00151	target	P17174	2805	Human	unknown	
DB04299	target	P17174	2805	Human	unknown	
DB00114	target	P04181	4942	Human	unknown	cofactor
DB00129	target	P04181	4942	Human	unknown	
DB02054	target	P04181	4942	Human	unknown	
DB02821	target	P04181	4942	Human	unknown	inhibitor
DB00114	target	P11926	4953	Human	unknown	cofactor
DB00127	target	P11926	4953	Human	unknown	product of
DB01917	target	P11926	4953	Human	unknown	
DB02209	target	P11926	4953	Human	unknown	
DB02824	target	P11926	4953	Human	unknown	
DB03856	target	P11926	4953	Human	unknown	
DB04083	target	P11926	4953	Human	unknown	
DB04263	target	P11926	4953	Human	unknown	
DB06243	target	P11926	4953	Human	yes	antagonist|blocker
DB00114	target	Q8N5Z0	51166	Human	unknown	cofactor
DB00142	target	Q8N5Z0	51166	Human	unknown	
DB00114	target	P80404	18	Human	unknown	inhibitor
DB00119	target	P80404	18	Human	unknown	inhibitor
DB00142	target	P80404	18	Human	unknown	
DB00160	target	P80404	18	Human	unknown	inhibitor
DB00313	target	P80404	18	Human	yes	inhibitor
DB00780	target	P80404	18	Human	unknown	inhibitor
DB01080	target	P80404	18	Human	yes	inhibitor
DB01699	target	P80404	18	Human	unknown	
DB04235	target	P80404	18	Human	unknown	
DB00114	target	Q9NVS9	55163	Human	unknown	cofactor
DB02209	enzyme	Q9NVS9	55163	Human	unknown	
DB03247	target	Q9NVS9	55163	Human	unknown	
DB03345	target	Q9NVS9	55163	Human	unknown	
DB00114	target	O95470	8879	Human	unknown	cofactor
DB00114	target	P17735	6898	Human	unknown	cofactor
DB00120	target	P17735	6898	Human	unknown	
DB00135	target	P17735	6898	Human	unknown	
DB00142	target	P17735	6898	Human	unknown	
DB00114	target	Q16773	883	Human	unknown	cofactor
DB00130	enzyme	Q16773	883	Human	unknown	substrate
DB02142	target	Q16773	883	Human	unknown	
DB02556	target	Q16773	883	Human	unknown	
DB04083	target	Q16773	883	Human	unknown	
DB07950	target	Q16773	883	Human	unknown	
DB00114	target	Q8IYQ7	79896	Human	unknown	cofactor
DB00156	target	Q8IYQ7	79896	Human	unknown	
DB00114	target	P06737	5836	Human	unknown	cofactor
DB00131	target	P06737	5836	Human	unknown	activator
DB02089	target	P06737	5836	Human	unknown	
DB02320	target	P06737	5836	Human	unknown	
DB02379	target	P06737	5836	Human	unknown	
DB03288	target	P06737	5836	Human	unknown	
DB03744	target	P06737	5836	Human	unknown	
DB04522	target	P06737	5836	Human	unknown	
DB05044	target	P06737	5836	Human	unknown	
DB07315	target	P06737	5836	Human	unknown	
DB07395	target	P06737	5836	Human	unknown	
DB07396	target	P06737	5836	Human	unknown	
DB07968	target	P06737	5836	Human	unknown	
DB08844	target	P06737	5836	Human	unknown	
DB00114	target	O15270	9517	Human	unknown	cofactor
DB00133	target	O15270	9517	Human	unknown	
DB00114	target	Q9Y600	51380	Human	unknown	cofactor
DB00151	target	Q9Y600	51380	Human	unknown	
DB00114	target	P19113	3067	Human	unknown	cofactor
DB00117	target	P19113	3067	Human	unknown	
DB00114	target	Q96A70	113451	Human	unknown	cofactor
DB00125	target	Q96A70	113451	Human	unknown	
DB00114	target	P20132	10993	Human	unknown	cofactor
DB00133	target	P20132	10993	Human	unknown	
DB00114	target	O75600	23464	Human	unknown	cofactor
DB00145	target	O75600	23464	Human	unknown	
DB00114	target	P23378	2731	Human	unknown	cofactor
DB00145	target	P23378	2731	Human	unknown	
DB00114	target	P24298	2875	Human	unknown	cofactor
DB00142	target	P24298	2875	Human	unknown	
DB00160	target	P24298	2875	Human	unknown	
DB00780	target	P24298	2875	Human	unknown	inhibitor
DB09325	enzyme	P24298	2875	Human	unknown	
DB00114	target	Q9Y617	29968	Human	unknown	cofactor
DB00142	target	Q9Y617	29968	Human	unknown	
DB00114	target	P13196	211	Human	unknown	cofactor
DB00145	target	P13196	211	Human	unknown	
DB00114	target	P21549	189	Human	unknown	cofactor
DB00133	target	P21549	189	Human	unknown	
DB00145	target	P21549	189	Human	unknown	
DB00160	target	P21549	189	Human	unknown	
DB02079	target	P21549	189	Human	unknown	
DB04083	target	P21549	189	Human	unknown	
DB08060	target	P21549	189	Human	unknown	
DB00114	target	Q96GD0	57026	Human	unknown	cofactor
DB00114	target	O15269	10558	Human	unknown	cofactor
DB00133	target	O15269	10558	Human	unknown	
DB00114	target	P32929	1491	Human	unknown	cofactor
DB00151	target	P32929	1491	Human	unknown	
DB02328	target	P32929	1491	Human	unknown	
DB03928	target	P32929	1491	Human	unknown	
DB04217	target	P32929	1491	Human	unknown	
DB00114	target	P54687	586	Human	unknown	cofactor
DB00142	target	P54687	586	Human	unknown	
DB00149	target	P54687	586	Human	unknown	
DB00161	target	P54687	586	Human	unknown	
DB00161	enzyme	P54687	586	Human	unknown	substrate
DB00167	target	P54687	586	Human	unknown	
DB00996	enzyme	P54687	586	Human	unknown	inhibitor
DB07544	target	P54687	586	Human	unknown	
DB00114	target	O15382	587	Human	unknown	cofactor
DB00142	target	O15382	587	Human	unknown	
DB00149	target	O15382	587	Human	unknown	
DB00167	target	O15382	587	Human	unknown	
DB02142	target	O15382	587	Human	unknown	
DB02635	target	O15382	587	Human	unknown	
DB04074	target	O15382	587	Human	unknown	
DB00114	target	O94903	11212	Human	unknown	cofactor
DB00172	target	O94903	11212	Human	unknown	
DB00114	target	O95954	10841	Human	unknown	cofactor
DB00116	target	O95954	10841	Human	unknown	cofactor
DB00142	target	O95954	10841	Human	unknown	
DB03256	target	O95954	10841	Human	unknown	
DB00114	target	P00505	2806	Human	unknown	cofactor
DB00128	target	P00505	2806	Human	unknown	
DB00142	target	P00505	2806	Human	unknown	
DB02783	target	P00505	2806	Human	unknown	
DB00114	target	P11216	5834	Human	unknown	cofactor
DB00114	target	P11217	5837	Human	unknown	cofactor
DB01823	target	P11217	5837	Human	unknown	
DB01843	target	P11217	5837	Human	unknown	
DB02007	target	P11217	5837	Human	unknown	
DB02320	target	P11217	5837	Human	unknown	
DB02348	target	P11217	5837	Human	unknown	
DB02379	target	P11217	5837	Human	unknown	
DB02447	target	P11217	5837	Human	unknown	
DB02471	target	P11217	5837	Human	unknown	
DB02519	target	P11217	5837	Human	unknown	
DB02604	target	P11217	5837	Human	unknown	
DB02719	target	P11217	5837	Human	unknown	
DB02720	target	P11217	5837	Human	unknown	
DB02843	target	P11217	5837	Human	unknown	
DB02964	target	P11217	5837	Human	unknown	
DB03067	target	P11217	5837	Human	unknown	
DB03133	target	P11217	5837	Human	unknown	
DB03218	target	P11217	5837	Human	unknown	
DB03250	target	P11217	5837	Human	unknown	
DB03286	target	P11217	5837	Human	unknown	
DB03354	target	P11217	5837	Human	unknown	
DB03383	target	P11217	5837	Human	unknown	
DB03392	target	P11217	5837	Human	unknown	
DB03479	target	P11217	5837	Human	unknown	
DB03496	target	P11217	5837	Human	unknown	
DB03657	target	P11217	5837	Human	unknown	
DB03835	target	P11217	5837	Human	unknown	
DB04013	target	P11217	5837	Human	unknown	
DB04044	target	P11217	5837	Human	unknown	
DB04055	target	P11217	5837	Human	unknown	
DB04083	target	P11217	5837	Human	unknown	
DB04195	target	P11217	5837	Human	unknown	
DB04295	target	P11217	5837	Human	unknown	
DB04522	target	P11217	5837	Human	unknown	
DB04544	target	P11217	5837	Human	unknown	
DB04566	target	P11217	5837	Human	unknown	
DB04642	target	P11217	5837	Human	unknown	
DB04643	target	P11217	5837	Human	unknown	
DB04644	target	P11217	5837	Human	unknown	
DB04645	target	P11217	5837	Human	unknown	
DB06986	target	P11217	5837	Human	unknown	
DB07066	target	P11217	5837	Human	unknown	
DB07792	target	P11217	5837	Human	unknown	
DB07793	target	P11217	5837	Human	unknown	
DB07807	target	P11217	5837	Human	unknown	
DB07949	target	P11217	5837	Human	unknown	
DB08151	target	P11217	5837	Human	unknown	
DB08322	target	P11217	5837	Human	unknown	
DB08500	target	P11217	5837	Human	unknown	
DB08503	target	P11217	5837	Human	unknown	
DB00114	target	P20711	1644	Human	unknown	cofactor
DB00150	enzyme	P20711	1644	Human	unknown	substrate
DB00190	target	P20711	1644	Human	yes	inhibitor
DB00260	enzyme	P20711	1644	Human	unknown	inhibitor
DB00875	enzyme	P20711	1644	Human	unknown	inducer
DB00915	enzyme	P20711	1644	Human	unknown	inducer
DB00968	target	P20711	1644	Human	unknown	
DB01235	enzyme	P20711	1644	Human	unknown	
DB05307	target	P20711	1644	Human	unknown	
DB06262	enzyme	P20711	1644	Human	unknown	substrate
DB00114	target	Q59FK2	51540	Human	unknown	cofactor
DB00114	target	Q5JAM2	211	Human	unknown	cofactor
DB00114	target	Q5VZ30	2572	Human	unknown	cofactor
DB00114	target	Q6P996	102724985	Human	unknown	cofactor
DB00114	target	Q6P996	23042	Human	unknown	cofactor
DB00114	target	Q6YP21	56267	Human	unknown	cofactor
DB00142	target	Q6YP21	56267	Human	unknown	
DB00114	target	Q6ZQY3	339896	Human	unknown	cofactor
DB00114	target	Q96I15	51540	Human	unknown	cofactor
DB00114	target	Q6WRI0	285313	Human	unknown	cofactor
DB00114	target	Q8IUZ5	85007	Human	unknown	cofactor
DB00160	target	Q8IUZ5	85007	Human	unknown	
DB00114	target	Q8IVA8	2571	Human	unknown	cofactor
DB00114	target	P34897	6472	Human	unknown	cofactor
DB00116	target	P34897	6472	Human	unknown	cofactor
DB00145	target	P34897	6472	Human	unknown	
DB00114	target	P22557	212	Human	unknown	cofactor
DB00145	target	P22557	212	Human	unknown	
DB00114	target	Q8TD30	84706	Human	unknown	cofactor
DB00142	target	Q8TD30	84706	Human	unknown	
DB00160	target	Q8TD30	84706	Human	unknown	
DB00780	target	Q8TD30	84706	Human	unknown	inhibitor
DB00114	target	Q96EN8	55034	Human	unknown	cofactor
DB00114	target	Q96GA7	113675	Human	unknown	cofactor
DB00114	target	Q96JQ3	51380	Human	unknown	cofactor
DB00114	target	Q9GZT4	63826	Human	unknown	cofactor
DB00133	target	Q9GZT4	63826	Human	unknown	
DB00114	target	Q9HD40	51091	Human	unknown	cofactor
DB00114	target	Q9NUV7	55304	Human	unknown	cofactor
DB00115	target	Q99707	4548	Human	yes	cofactor
DB00116	target	Q99707	4548	Human	unknown	cofactor
DB00134	target	Q99707	4548	Human	unknown	product of
DB00200	target	Q99707	4548	Human	yes	cofactor
DB00115	target	P22033	4594	Human	yes	cofactor
DB00200	target	P22033	4594	Human	yes	cofactor
DB00115	target	Q9UBK8	4552	Human	unknown	cofactor
DB00134	target	Q9UBK8	4552	Human	unknown	product of
DB00200	target	Q9UBK8	4552	Human	unknown	other
DB00115	target	Q8IVH4	166785	Human	unknown	cofactor
DB00200	target	Q8IVH4	166785	Human	unknown	other/unknown
DB00115	target	Q9Y4U1	25974	Human	unknown	cofactor
DB00200	target	Q9Y4U1	25974	Human	unknown	other/unknown
DB00115	target	P42898	4524	Human	unknown	cofactor
DB00116	target	P42898	4524	Human	unknown	cofactor
DB00134	enzyme	P42898	4524	Human	unknown	inhibitor
DB00140	enzyme	P42898	4524	Human	unknown	cofactor
DB00158	enzyme	P42898	4524	Human	unknown	substrate
DB00170	enzyme	P42898	4524	Human	unknown	substrate
DB00542	enzyme	P42898	4524	Human	unknown	substrate
DB00544	enzyme	P42898	4524	Human	unknown	substrate
DB00563	enzyme	P42898	4524	Human	unknown	substrate
DB00115	enzyme	Q96EY8	326625	Human	unknown	substrate
DB00200	target	Q96EY8	326625	Human	unknown	other
DB00115	transporter	Q9BXJ7	81693	Human	unknown	substrate
DB00200	target	Q9BXJ7	81693	Human	unknown	other
DB00115	transporter	P20061	6947	Human	unknown	substrate
DB00200	target	P20061	6947	Human	unknown	other
DB00115	transporter	P20062	6948	Human	unknown	substrate
DB00200	carrier	P20062	6948	Human	unknown	substrate
DB00115	transporter	P27352	2694	Human	unknown	substrate
DB00115	transporter	O60494	8029	Human	unknown	substrate
DB00200	target	O60494	8029	Human	unknown	other
DB00116	target	P11586	4522	Human	unknown	cofactor
DB00157	target	P11586	4522	Human	unknown	
DB02358	target	P11586	4522	Human	unknown	
DB03461	target	P11586	4522	Human	unknown	
DB04322	target	P11586	4522	Human	unknown	
DB00116	target	P13995	10797	Human	unknown	cofactor
DB00157	target	P13995	10797	Human	unknown	
DB00116	target	P48728	275	Human	unknown	cofactor
DB00157	target	P48728	275	Human	unknown	
DB04789	target	P48728	275	Human	unknown	
DB00116	target	O75891	10840	Human	unknown	cofactor
DB00116	target	P31939	471	Human	unknown	cofactor
DB00563	enzyme	P31939	471	Human	unknown	inhibitor
DB00642	target	P31939	471	Human	yes	inhibitor
DB01700	target	P31939	471	Human	unknown	
DB01972	target	P31939	471	Human	unknown	
DB02309	target	P31939	471	Human	unknown	
DB03442	target	P31939	471	Human	unknown	
DB04057	target	P31939	471	Human	unknown	
DB00116	target	Q96DP5	123263	Human	unknown	cofactor
DB00117	target	P12081	3035	Human	unknown	
DB00117	target	Q99624	10991	Human	unknown	
DB00130	transporter	Q99624	10991	Human	unknown	substrate
DB00174	target	Q99624	10991	Human	unknown	
DB00117	target	P42357	3034	Human	unknown	
DB00117	transporter	Q8TF71	117247	Human	unknown	substrate|inhibitor
DB00119	transporter	Q8TF71	117247	Human	unknown	substrate|inhibitor
DB00120	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00123	transporter	Q8TF71	117247	Human	unknown	substrate|inhibitor
DB00125	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00128	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00130	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00133	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00134	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00135	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00138	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00142	transporter	Q8TF71	117247	Human	unknown	substrate|inhibitor
DB00145	transporter	Q8TF71	117247	Human	unknown	substrate|inhibitor
DB00149	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00150	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00151	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00156	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00160	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00161	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00167	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00172	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00174	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00279	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB01235	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB01583	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB01746	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB01786	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB02556	transporter	Q8TF71	117247	Human	unknown	substrate|inhibitor
DB02952	transporter	Q8TF71	117247	Human	unknown	substrate
DB03107	transporter	Q8TF71	117247	Human	unknown	substrate
DB03225	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB03839	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB03929	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB04398	transporter	Q8TF71	117247	Human	unknown	substrate|inhibitor
DB06262	transporter	Q8TF71	117247	Human	unknown	inhibitor
DB00118	target	Q14749	27232	Human	unknown	cofactor
DB00145	target	Q14749	27232	Human	unknown	
DB01752	target	Q14749	27232	Human	unknown	
DB04272	target	Q14749	27232	Human	unknown	
DB00118	target	P17707	262	Human	unknown	cofactor
DB01917	target	P17707	262	Human	unknown	
DB03754	target	P17707	262	Human	unknown	
DB08163	target	P17707	262	Human	unknown	
DB00118	target	P31153	4144	Human	unknown	cofactor
DB00134	enzyme	P31153	4144	Human	unknown	substrate
DB00118	target	Q00266	4143	Human	unknown	cofactor
DB00134	enzyme	Q00266	4143	Human	unknown	substrate
DB03191	target	Q00266	4143	Human	unknown	
DB03611	target	Q00266	4143	Human	unknown	
DB00118	target	P21964	1312	Human	unknown	cofactor
DB00255	enzyme	P21964	1312	Human	unknown	substrate
DB00286	enzyme	P21964	1312	Human	unknown	substrate
DB00323	target	P21964	1312	Human	yes	inhibitor
DB00494	target	P21964	1312	Human	yes	inhibitor
DB00494	enzyme	P21964	1312	Human	unknown	inhibitor
DB00841	enzyme	P21964	1312	Human	unknown	substrate
DB00968	enzyme	P21964	1312	Human	unknown	substrate
DB00988	enzyme	P21964	1312	Human	unknown	substrate
DB01141	enzyme	P21964	1312	Human	unknown	substrate
DB01420	enzyme	P21964	1312	Human	unknown	inhibitor
DB02105	target	P21964	1312	Human	unknown	
DB02342	target	P21964	1312	Human	unknown	
DB03336	target	P21964	1312	Human	unknown	
DB03907	target	P21964	1312	Human	unknown	
DB04820	target	P21964	1312	Human	unknown	
DB07462	target	P21964	1312	Human	unknown	
DB08049	target	P21964	1312	Human	unknown	
DB00118	enzyme	P19623	6723	Human	unknown	substrate
DB00119	target	O15427	9123	Human	unknown	
DB00119	transporter	O15427	9123	Human	unknown	substrate
DB00627	transporter	O15427	9123	Human	unknown	
DB01440	transporter	O15427	9123	Human	unknown	substrate
DB01762	transporter	O15427	9123	Human	unknown	substrate
DB01942	transporter	O15427	9123	Human	unknown	substrate
DB03066	transporter	O15427	9123	Human	unknown	substrate
DB03884	transporter	O15427	9123	Human	unknown	substrate
DB03940	transporter	O15427	9123	Human	unknown	substrate
DB04074	transporter	O15427	9123	Human	unknown	substrate
DB04343	transporter	O15427	9123	Human	unknown	substrate
DB04398	transporter	O15427	9123	Human	unknown	substrate
DB00119	target	P36021	6567	Human	unknown	
DB00135	transporter	P36021	6567	Human	unknown	inhibitor
DB00149	transporter	P36021	6567	Human	unknown	substrate
DB00150	transporter	P36021	6567	Human	unknown	inhibitor
DB00451	transporter	P36021	6567	Human	unknown	inhibitor
DB01583	transporter	P36021	6567	Human	unknown	inhibitor
DB00119	target	O15375	9121	Human	unknown	
DB00119	target	P30613	5313	Human	unknown	
DB02726	target	P30613	5313	Human	unknown	
DB04551	target	P30613	5313	Human	unknown	
DB00119	target	O15403	9120	Human	unknown	
DB00119	target	O60669	9194	Human	unknown	
DB00119	transporter	O60669	9194	Human	unknown	substrate|inhibitor
DB01032	transporter	O60669	9194	Human	unknown	inhibitor
DB01440	transporter	O60669	9194	Human	unknown	inhibitor
DB01762	transporter	O60669	9194	Human	unknown	inhibitor
DB03066	transporter	O60669	9194	Human	unknown	inhibitor
DB04074	transporter	O60669	9194	Human	unknown	inhibitor
DB04216	transporter	O60669	9194	Human	unknown	inhibitor
DB04319	transporter	O60669	9194	Human	unknown	inhibitor
DB04398	transporter	O60669	9194	Human	unknown	substrate|inhibitor
DB04552	transporter	O60669	9194	Human	unknown	inhibitor
DB00119	target	P11177	5162	Human	unknown	
DB00157	target	P11177	5162	Human	unknown	
DB00119	target	P14618	5315	Human	unknown	
DB01733	target	P14618	5315	Human	unknown	
