drugbank_id	category	uniprot_id	entrez_gene_id	organism	known_action	actions
DB00001	target	P00734	2147	Human	yes	inhibitor
DB00006	target	P00734	2147	Human	yes	inhibitor
DB00025	enzyme	P00734	2147	Human	unknown	activator
DB00055	target	P00734	2147	Human	unknown	
DB00100	target	P00734	2147	Human	unknown	
DB00170	target	P00734	2147	Human	unknown	activator
DB00278	target	P00734	2147	Human	yes	inhibitor
DB01123	target	P00734	2147	Human	no	other/unknown
DB01766	target	P00734	2147	Human	unknown	
DB01767	target	P00734	2147	Human	unknown	
DB02193	target	P00734	2147	Human	unknown	
DB02723	target	P00734	2147	Human	unknown	
DB03136	target	P00734	2147	Human	unknown	
DB03159	target	P00734	2147	Human	unknown	
DB03847	target	P00734	2147	Human	unknown	
DB03865	target	P00734	2147	Human	unknown	
DB04136	target	P00734	2147	Human	unknown	
DB04591	target	P00734	2147	Human	unknown	
DB04697	target	P00734	2147	Human	unknown	
DB04722	target	P00734	2147	Human	unknown	
DB04771	target	P00734	2147	Human	unknown	
DB04772	target	P00734	2147	Human	unknown	
DB04786	target	P00734	2147	Human	unknown	inhibitor
DB04898	target	P00734	2147	Human	yes	inhibitor
DB05777	target	P00734	2147	Human	yes	inhibitor
DB06404	target	P00734	2147	Human	unknown	inhibitor
DB06695	target	P00734	2147	Human	yes	inhibitor
DB06838	target	P00734	2147	Human	unknown	
DB06841	target	P00734	2147	Human	unknown	
DB06845	target	P00734	2147	Human	unknown	
DB06850	target	P00734	2147	Human	unknown	
DB06853	target	P00734	2147	Human	unknown	
DB06854	target	P00734	2147	Human	unknown	
DB06858	target	P00734	2147	Human	unknown	
DB06859	target	P00734	2147	Human	unknown	
DB06861	target	P00734	2147	Human	unknown	
DB06865	target	P00734	2147	Human	unknown	
DB06866	target	P00734	2147	Human	unknown	
DB06868	target	P00734	2147	Human	unknown	
DB06869	target	P00734	2147	Human	unknown	
DB06878	target	P00734	2147	Human	unknown	
DB06911	target	P00734	2147	Human	unknown	
DB06919	target	P00734	2147	Human	unknown	
DB06929	target	P00734	2147	Human	unknown	
DB06936	target	P00734	2147	Human	unknown	
DB06942	target	P00734	2147	Human	unknown	
DB06947	target	P00734	2147	Human	unknown	
DB06996	target	P00734	2147	Human	unknown	
DB07005	target	P00734	2147	Human	unknown	
DB07016	target	P00734	2147	Human	unknown	
DB07027	target	P00734	2147	Human	unknown	
DB07083	target	P00734	2147	Human	unknown	
DB07088	target	P00734	2147	Human	unknown	
DB07091	target	P00734	2147	Human	unknown	
DB07095	target	P00734	2147	Human	unknown	
DB07105	target	P00734	2147	Human	unknown	
DB07120	target	P00734	2147	Human	unknown	
DB07128	target	P00734	2147	Human	unknown	
DB07131	target	P00734	2147	Human	unknown	
DB07133	target	P00734	2147	Human	unknown	
DB07143	target	P00734	2147	Human	unknown	
DB07165	target	P00734	2147	Human	unknown	
DB07190	target	P00734	2147	Human	unknown	
DB07211	target	P00734	2147	Human	unknown	
DB07277	target	P00734	2147	Human	unknown	
DB07278	target	P00734	2147	Human	unknown	
DB07279	target	P00734	2147	Human	unknown	
DB07353	target	P00734	2147	Human	unknown	
DB07366	target	P00734	2147	Human	unknown	
DB07376	target	P00734	2147	Human	unknown	
DB07400	target	P00734	2147	Human	unknown	
DB07440	target	P00734	2147	Human	unknown	
DB07461	target	P00734	2147	Human	unknown	
DB07508	target	P00734	2147	Human	unknown	
DB07515	target	P00734	2147	Human	unknown	
DB07521	target	P00734	2147	Human	unknown	
DB07522	target	P00734	2147	Human	unknown	
DB07527	target	P00734	2147	Human	unknown	
DB07548	target	P00734	2147	Human	unknown	
DB07549	target	P00734	2147	Human	unknown	
DB07550	target	P00734	2147	Human	unknown	
DB07639	target	P00734	2147	Human	unknown	
DB07658	target	P00734	2147	Human	unknown	
DB07659	target	P00734	2147	Human	unknown	
DB07660	target	P00734	2147	Human	unknown	
DB07665	target	P00734	2147	Human	unknown	
DB07718	target	P00734	2147	Human	unknown	
DB07741	target	P00734	2147	Human	unknown	
DB07796	target	P00734	2147	Human	unknown	
DB07809	target	P00734	2147	Human	unknown	
DB07897	target	P00734	2147	Human	unknown	
DB07934	target	P00734	2147	Human	unknown	
DB07944	target	P00734	2147	Human	unknown	
DB07946	target	P00734	2147	Human	unknown	
DB08061	target	P00734	2147	Human	unknown	
DB08062	target	P00734	2147	Human	unknown	
DB08152	target	P00734	2147	Human	unknown	
DB08187	target	P00734	2147	Human	unknown	
DB08254	target	P00734	2147	Human	unknown	
DB08422	target	P00734	2147	Human	unknown	
DB08546	target	P00734	2147	Human	unknown	
DB08624	target	P00734	2147	Human	unknown	
DB09228	target	P00734	2147	Human	yes	inhibitor
DB00002	target	P00533	1956	Human	yes	antagonist
DB00072	target	P00533	1956	Human	unknown	
DB00281	target	P00533	1956	Human	unknown	antagonist
DB00317	target	P00533	1956	Human	yes	antagonist
DB00530	target	P00533	1956	Human	yes	antagonist
DB01259	target	P00533	1956	Human	yes	antagonist
DB01269	target	P00533	1956	Human	yes	suppressor
DB03496	target	P00533	1956	Human	unknown	
DB04988	target	P00533	1956	Human	unknown	
DB05101	target	P00533	1956	Human	unknown	
DB05294	target	P00533	1956	Human	unknown	inhibitor
DB05324	target	P00533	1956	Human	unknown	
DB05374	target	P00533	1956	Human	unknown	
DB05424	target	P00533	1956	Human	unknown	
DB05774	target	P00533	1956	Human	unknown	
DB05900	target	P00533	1956	Human	unknown	
DB07602	target	P00533	1956	Human	unknown	
DB07662	target	P00533	1956	Human	unknown	
DB08916	target	P00533	1956	Human	yes	inhibitor
DB09330	target	P00533	1956	Human	yes	inhibitor
DB09559	target	P00533	1956	Human	yes	antagonist
DB11737	target	P00533	1956	Human	unknown	antagonist
DB13164	target	P00533	1956	Human	unknown	antagonist
DB00002	target	O75015	2215	Human	unknown	
DB00005	target	O75015	2215	Human	unknown	
DB00028	target	O75015	2215	Human	yes	antagonist
DB00051	target	O75015	2215	Human	unknown	
DB00054	target	O75015	2215	Human	unknown	
DB00056	target	O75015	2215	Human	unknown	
DB00072	target	O75015	2215	Human	unknown	
DB00073	target	O75015	2215	Human	unknown	
DB00074	target	O75015	2215	Human	unknown	
DB00075	target	O75015	2215	Human	unknown	
DB00078	target	O75015	2215	Human	unknown	
DB00081	target	O75015	2215	Human	unknown	
DB00087	target	O75015	2215	Human	unknown	
DB00092	target	O75015	2215	Human	unknown	
DB00095	target	O75015	2215	Human	unknown	
DB00108	target	O75015	2215	Human	unknown	
DB00110	target	O75015	2215	Human	unknown	
DB00111	target	O75015	2215	Human	unknown	
DB00112	target	O75015	2215	Human	unknown	
DB00002	target	P00736	715	Human	unknown	
DB00005	target	P00736	715	Human	unknown	
DB00051	target	P00736	715	Human	unknown	
DB00054	target	P00736	715	Human	unknown	
DB00056	target	P00736	715	Human	unknown	
DB00072	target	P00736	715	Human	unknown	
DB00073	target	P00736	715	Human	unknown	
DB00074	target	P00736	715	Human	unknown	
DB00075	target	P00736	715	Human	unknown	
DB00078	target	P00736	715	Human	unknown	
DB00081	target	P00736	715	Human	unknown	
DB00087	target	P00736	715	Human	unknown	
DB00092	target	P00736	715	Human	unknown	
DB00095	target	P00736	715	Human	unknown	
DB00108	target	P00736	715	Human	unknown	
DB00110	target	P00736	715	Human	unknown	
DB00111	target	P00736	715	Human	unknown	
DB00112	target	P00736	715	Human	unknown	
DB06404	target	P00736	715	Human	yes	inhibitor
DB09228	target	P00736	715	Human	yes	inhibitor
DB00002	target	P02745	712	Human	unknown	
DB00005	target	P02745	712	Human	unknown	
DB00051	target	P02745	712	Human	unknown	
DB00054	target	P02745	712	Human	unknown	
DB00056	target	P02745	712	Human	unknown	
DB00072	target	P02745	712	Human	unknown	
DB00073	target	P02745	712	Human	unknown	
DB00074	target	P02745	712	Human	unknown	
DB00075	target	P02745	712	Human	unknown	
DB00078	target	P02745	712	Human	unknown	
DB00081	target	P02745	712	Human	unknown	
DB00087	target	P02745	712	Human	unknown	
DB00092	target	P02745	712	Human	unknown	
DB00095	target	P02745	712	Human	unknown	
DB00108	target	P02745	712	Human	unknown	
DB00110	target	P02745	712	Human	unknown	
DB00111	target	P02745	712	Human	unknown	
DB00112	target	P02745	712	Human	unknown	
DB00002	target	P02746	713	Human	unknown	
DB00005	target	P02746	713	Human	unknown	
DB00051	target	P02746	713	Human	unknown	
DB00054	target	P02746	713	Human	unknown	
DB00056	target	P02746	713	Human	unknown	
DB00072	target	P02746	713	Human	unknown	
DB00073	target	P02746	713	Human	unknown	
DB00074	target	P02746	713	Human	unknown	
DB00075	target	P02746	713	Human	unknown	
DB00078	target	P02746	713	Human	unknown	
DB00081	target	P02746	713	Human	unknown	
DB00087	target	P02746	713	Human	unknown	
DB00092	target	P02746	713	Human	unknown	
DB00095	target	P02746	713	Human	unknown	
DB00108	target	P02746	713	Human	unknown	
DB00110	target	P02746	713	Human	unknown	
DB00111	target	P02746	713	Human	unknown	
DB00112	target	P02746	713	Human	unknown	
DB00002	target	P02747	714	Human	unknown	
DB00005	target	P02747	714	Human	unknown	
DB00051	target	P02747	714	Human	unknown	
DB00054	target	P02747	714	Human	unknown	
DB00056	target	P02747	714	Human	unknown	
DB00072	target	P02747	714	Human	unknown	
DB00073	target	P02747	714	Human	unknown	
DB00074	target	P02747	714	Human	unknown	
DB00075	target	P02747	714	Human	unknown	
DB00078	target	P02747	714	Human	unknown	
DB00081	target	P02747	714	Human	unknown	
DB00087	target	P02747	714	Human	unknown	
DB00092	target	P02747	714	Human	unknown	
DB00095	target	P02747	714	Human	unknown	
DB00108	target	P02747	714	Human	unknown	
DB00110	target	P02747	714	Human	unknown	
DB00111	target	P02747	714	Human	unknown	
DB00112	target	P02747	714	Human	unknown	
DB00002	target	P08637	2214	Human	unknown	
DB00005	target	P08637	2214	Human	unknown	
DB00028	target	P08637	2214	Human	yes	antagonist
DB00051	target	P08637	2214	Human	unknown	
DB00054	target	P08637	2214	Human	unknown	
DB00056	target	P08637	2214	Human	unknown	
DB00072	target	P08637	2214	Human	unknown	
DB00073	target	P08637	2214	Human	unknown	
DB00074	target	P08637	2214	Human	unknown	
DB00075	target	P08637	2214	Human	unknown	
DB00078	target	P08637	2214	Human	unknown	
DB00081	target	P08637	2214	Human	unknown	
DB00087	target	P08637	2214	Human	unknown	
DB00092	target	P08637	2214	Human	unknown	
DB00095	target	P08637	2214	Human	unknown	
DB00108	target	P08637	2214	Human	unknown	
DB00110	target	P08637	2214	Human	unknown	
DB00111	target	P08637	2214	Human	unknown	
DB00112	target	P08637	2214	Human	unknown	
DB00002	target	P09871	716	Human	unknown	
DB00005	target	P09871	716	Human	unknown	
DB00051	target	P09871	716	Human	unknown	
DB00054	target	P09871	716	Human	unknown	
DB00056	target	P09871	716	Human	unknown	
DB00072	target	P09871	716	Human	unknown	
DB00073	target	P09871	716	Human	unknown	
DB00074	target	P09871	716	Human	unknown	
DB00075	target	P09871	716	Human	unknown	
DB00078	target	P09871	716	Human	unknown	
DB02371	target	P09871	716	Human	unknown	
DB06404	target	P09871	716	Human	yes	inhibitor
DB09228	target	P09871	716	Human	yes	inhibitor
DB00002	target	P12314	2209	Human	unknown	
DB00005	target	P12314	2209	Human	unknown	
DB00028	target	P12314	2209	Human	yes	antagonist
DB00051	target	P12314	2209	Human	unknown	
DB00054	target	P12314	2209	Human	unknown	
DB00056	target	P12314	2209	Human	unknown	
DB00072	target	P12314	2209	Human	unknown	
DB00073	target	P12314	2209	Human	unknown	
DB00074	target	P12314	2209	Human	unknown	
DB00075	target	P12314	2209	Human	unknown	
DB00078	target	P12314	2209	Human	unknown	
DB00081	target	P12314	2209	Human	unknown	
DB00087	target	P12314	2209	Human	unknown	
DB00092	target	P12314	2209	Human	unknown	
DB00095	target	P12314	2209	Human	unknown	
DB00108	target	P12314	2209	Human	unknown	
DB00110	target	P12314	2209	Human	unknown	
DB00111	target	P12314	2209	Human	unknown	
DB00112	target	P12314	2209	Human	unknown	
DB00707	target	P12314	2209	Human	unknown	antagonist
DB00992	target	P12314	2209	Human	unknown	antibody
DB00002	target	P12318	2212	Human	unknown	
DB00005	target	P12318	2212	Human	unknown	
DB00028	target	P12318	2212	Human	yes	antagonist
DB00051	target	P12318	2212	Human	unknown	
DB00054	target	P12318	2212	Human	unknown	
DB00056	target	P12318	2212	Human	unknown	
DB00072	target	P12318	2212	Human	unknown	
DB00073	target	P12318	2212	Human	unknown	
DB00074	target	P12318	2212	Human	unknown	
DB00075	target	P12318	2212	Human	unknown	
DB00078	target	P12318	2212	Human	unknown	
DB00081	target	P12318	2212	Human	unknown	
DB00087	target	P12318	2212	Human	unknown	
DB00092	target	P12318	2212	Human	unknown	
DB00095	target	P12318	2212	Human	unknown	
DB00108	target	P12318	2212	Human	unknown	
DB00110	target	P12318	2212	Human	unknown	
DB00111	target	P12318	2212	Human	unknown	
DB00112	target	P12318	2212	Human	unknown	
DB00002	target	P31994	2213	Human	unknown	
DB00005	target	P31994	2213	Human	unknown	
DB00028	target	P31994	2213	Human	yes	antagonist
DB00051	target	P31994	2213	Human	unknown	
DB00054	target	P31994	2213	Human	unknown	
DB00056	target	P31994	2213	Human	unknown	
DB00072	target	P31994	2213	Human	unknown	
DB00073	target	P31994	2213	Human	unknown	
DB00074	target	P31994	2213	Human	unknown	
DB00075	target	P31994	2213	Human	unknown	
DB00078	target	P31994	2213	Human	unknown	
DB00081	target	P31994	2213	Human	unknown	
DB00087	target	P31994	2213	Human	unknown	
DB00092	target	P31994	2213	Human	unknown	
DB00095	target	P31994	2213	Human	unknown	
DB00098	target	P31994	2213	Human	yes	
DB00108	target	P31994	2213	Human	unknown	
DB00110	target	P31994	2213	Human	unknown	
DB00111	target	P31994	2213	Human	unknown	
DB00112	target	P31994	2213	Human	unknown	
DB00002	target	P31995	9103	Human	unknown	
DB00005	target	P31995	9103	Human	unknown	
DB00028	target	P31995	9103	Human	yes	antagonist
DB00051	target	P31995	9103	Human	unknown	
DB00054	target	P31995	9103	Human	unknown	
DB00056	target	P31995	9103	Human	unknown	
DB00072	target	P31995	9103	Human	unknown	
DB00073	target	P31995	9103	Human	unknown	
DB00074	target	P31995	9103	Human	unknown	
DB00075	target	P31995	9103	Human	unknown	
DB00078	target	P31995	9103	Human	unknown	
DB00081	target	P31995	9103	Human	unknown	
DB00087	target	P31995	9103	Human	unknown	
DB00092	target	P31995	9103	Human	unknown	
DB00095	target	P31995	9103	Human	unknown	
DB00108	target	P31995	9103	Human	unknown	
DB00110	target	P31995	9103	Human	unknown	
DB00111	target	P31995	9103	Human	unknown	
DB00112	target	P31995	9103	Human	unknown	
DB00004	target	P01589	3559	Human	yes	binder
DB00041	target	P01589	3559	Human	yes	agonist|modulator
DB00074	target	P01589	3559	Human	yes	antibody
DB00111	target	P01589	3559	Human	yes	antibody
DB00004	target	P14784	3560	Human	yes	agonist
DB00041	target	P14784	3560	Human	yes	agonist|modulator
DB00074	target	P14784	3560	Human	unknown	antibody
DB00111	target	P14784	3560	Human	yes	antibody
DB00004	target	P31785	3561	Human	unknown	
DB00041	target	P31785	3561	Human	yes	agonist
DB00005	target	P01375	7124	Human	yes	antibody
DB00051	target	P01375	7124	Human	yes	antibody
DB00065	target	P01375	7124	Human	yes	inhibitor
DB00608	target	P01375	7124	Human	unknown	
DB00668	target	P01375	7124	Human	unknown	antagonist
DB00852	target	P01375	7124	Human	unknown	
DB01041	target	P01375	7124	Human	yes	inhibitor
DB01296	target	P01375	7124	Human	unknown	
DB01407	target	P01375	7124	Human	unknown	other/unknown
DB01411	target	P01375	7124	Human	unknown	other/unknown
DB01427	target	P01375	7124	Human	unknown	inhibitor
DB02325	target	P01375	7124	Human	unknown	
DB04956	target	P01375	7124	Human	unknown	
DB05017	target	P01375	7124	Human	unknown	
DB05066	target	P01375	7124	Human	unknown	
DB05207	target	P01375	7124	Human	unknown	
DB05218	target	P01375	7124	Human	unknown	
DB05250	target	P01375	7124	Human	unknown	
DB05303	target	P01375	7124	Human	unknown	
DB05412	target	P01375	7124	Human	unknown	
DB05470	target	P01375	7124	Human	unknown	
DB05676	target	P01375	7124	Human	unknown	
DB05744	target	P01375	7124	Human	unknown	
DB05758	target	P01375	7124	Human	unknown	
DB05767	target	P01375	7124	Human	unknown	
DB05869	target	P01375	7124	Human	unknown	
DB05879	target	P01375	7124	Human	unknown	
DB06674	target	P01375	7124	Human	yes	antibody
DB08904	target	P01375	7124	Human	yes	neutralizer
DB08910	target	P01375	7124	Human	yes	inhibitor
DB00005	target	P20333	7133	Human	unknown	
DB00005	target	P01374	4049	Human	unknown	
DB00005	enzyme	P35354	5743	Human	unknown	inhibitor
DB00035	enzyme	P35354	5743	Human	unknown	inducer
DB00041	enzyme	P35354	5743	Human	unknown	inducer
DB00154	target	P35354	5743	Human	yes	
DB00159	target	P35354	5743	Human	yes	inhibitor
DB00233	target	P35354	5743	Human	unknown	inhibitor
DB00244	target	P35354	5743	Human	yes	inhibitor
DB00250	enzyme	P35354	5743	Human	unknown	substrate
DB00316	target	P35354	5743	Human	yes	inhibitor
DB00328	target	P35354	5743	Human	yes	inhibitor
DB00360	enzyme	P35354	5743	Human	unknown	inducer
DB00461	target	P35354	5743	Human	yes	inhibitor
DB00465	target	P35354	5743	Human	yes	inhibitor
DB00469	target	P35354	5743	Human	yes	inhibitor
DB00480	target	P35354	5743	Human	unknown	negative modulator
DB00482	target	P35354	5743	Human	yes	inhibitor
DB00500	target	P35354	5743	Human	yes	inhibitor
DB00515	enzyme	P35354	5743	Human	unknown	inhibitor
DB00533	target	P35354	5743	Human	yes	inhibitor
DB00554	target	P35354	5743	Human	yes	inhibitor
DB00573	target	P35354	5743	Human	yes	inhibitor
DB00580	target	P35354	5743	Human	yes	inhibitor
DB00586	target	P35354	5743	Human	yes	inhibitor
DB00605	target	P35354	5743	Human	yes	inhibitor
DB00620	enzyme	P35354	5743	Human	unknown	inhibitor
DB00712	target	P35354	5743	Human	yes	inhibitor
DB00720	enzyme	P35354	5743	Human	unknown	inhibitor
DB00749	target	P35354	5743	Human	yes	inhibitor
DB00773	enzyme	P35354	5743	Human	unknown	substrate
DB00784	target	P35354	5743	Human	yes	inhibitor
DB00788	target	P35354	5743	Human	yes	inhibitor
DB00795	target	P35354	5743	Human	yes	inhibitor
DB00812	target	P35354	5743	Human	yes	inhibitor
DB00814	target	P35354	5743	Human	yes	inhibitor
DB00821	target	P35354	5743	Human	yes	inhibitor
DB00856	enzyme	P35354	5743	Human	unknown	inhibitor
DB00861	target	P35354	5743	Human	yes	inhibitor
DB00870	target	P35354	5743	Human	yes	inhibitor
DB00884	enzyme	P35354	5743	Human	unknown	inducer
DB00887	enzyme	P35354	5743	Human	unknown	inducer
DB00936	target	P35354	5743	Human	yes	inhibitor
DB00939	target	P35354	5743	Human	yes	inhibitor
DB00945	target	P35354	5743	Human	yes	inhibitor
DB00963	target	P35354	5743	Human	yes	inhibitor
DB00963	enzyme	P35354	5743	Human	unknown	inhibitor
DB00991	target	P35354	5743	Human	yes	inhibitor
DB01009	target	P35354	5743	Human	yes	inhibitor
DB01014	target	P35354	5743	Human	yes	inhibitor
DB01041	target	P35354	5743	Human	unknown	antagonist
DB01041	enzyme	P35354	5743	Human	unknown	substrate
DB01050	target	P35354	5743	Human	yes	inhibitor
DB01050	enzyme	P35354	5743	Human	unknown	inhibitor
DB01283	target	P35354	5743	Human	yes	inhibitor
DB01395	enzyme	P35354	5743	Human	unknown	inhibitor
DB01397	target	P35354	5743	Human	yes	inhibitor
DB01399	target	P35354	5743	Human	yes	inhibitor
DB01401	target	P35354	5743	Human	unknown	inhibitor
DB01404	target	P35354	5743	Human	unknown	inhibitor
DB01419	target	P35354	5743	Human	unknown	inhibitor
DB01435	target	P35354	5743	Human	unknown	inhibitor
DB01600	target	P35354	5743	Human	yes	inhibitor
DB01628	target	P35354	5743	Human	yes	inhibitor
DB02266	target	P35354	5743	Human	unknown	
DB02709	target	P35354	5743	Human	unknown	inhibitor
DB03477	target	P35354	5743	Human	unknown	
DB03866	target	P35354	5743	Human	unknown	
DB04552	target	P35354	5743	Human	yes	inhibitor
DB04725	target	P35354	5743	Human	unknown	
DB04743	target	P35354	5743	Human	yes	inhibitor
DB05095	target	P35354	5743	Human	unknown	
DB05095	enzyme	P35354	5743	Human	unknown	inhibitor
DB05804	enzyme	P35354	5743	Human	unknown	inducer
DB05875	enzyme	P35354	5743	Human	unknown	inducer
DB06725	target	P35354	5743	Human	yes	inhibitor
DB06774	enzyme	P35354	5743	Human	unknown	inhibitor
DB06802	target	P35354	5743	Human	unknown	inhibitor
DB06804	enzyme	P35354	5743	Human	unknown	inducer
DB08439	target	P35354	5743	Human	yes	inhibitor
DB08819	enzyme	P35354	5743	Human	unknown	inducer
DB08910	target	P35354	5743	Human	yes	inhibitor
DB09217	target	P35354	5743	Human	unknown	
DB00006	enzyme	P05164	4353	Human	unknown	inhibitor
DB00062	enzyme	P05164	4353	Human	unknown	substrate
DB00104	enzyme	P05164	4353	Human	unknown	inhibitor
DB00208	enzyme	P05164	4353	Human	unknown	substrate
DB00233	enzyme	P05164	4353	Human	unknown	inhibitor
DB00244	target	P05164	4353	Human	unknown	
DB00250	enzyme	P05164	4353	Human	unknown	substrate
DB00461	enzyme	P05164	4353	Human	unknown	inhibitor
DB00500	enzyme	P05164	4353	Human	unknown	inhibitor
DB00515	enzyme	P05164	4353	Human	unknown	inducer
DB00526	enzyme	P05164	4353	Human	unknown	substrate
DB00535	target	P05164	4353	Human	no	inhibitor
DB00550	enzyme	P05164	4353	Human	unknown	inhibitor
DB00583	target	P05164	4353	Human	unknown	
DB00833	enzyme	P05164	4353	Human	unknown	inducer
DB00847	enzyme	P05164	4353	Human	unknown	substrate
DB00958	enzyme	P05164	4353	Human	unknown	substrate
DB01065	target	P05164	4353	Human	unknown	inhibitor
DB01065	enzyme	P05164	4353	Human	unknown	substrate|inhibitor
DB01225	enzyme	P05164	4353	Human	unknown	Other
DB02300	enzyme	P05164	4353	Human	unknown	inhibitor
DB04821	target	P05164	4353	Human	unknown	
DB04827	enzyme	P05164	4353	Human	unknown	inducer
DB05161	enzyme	P05164	4353	Human	unknown	inhibitor
DB06774	enzyme	P05164	4353	Human	unknown	inhibitor
DB06823	enzyme	P05164	4353	Human	unknown	inhibitor
DB00007	target	P30968	2798	Human	yes	agonist
DB00014	target	P30968	2798	Human	yes	agonist
DB00050	target	P30968	2798	Human	yes	antagonist
DB00106	target	P30968	2798	Human	yes	antagonist
DB00644	target	P30968	2798	Human	yes	agonist
DB00666	target	P30968	2798	Human	yes	agonist
DB01406	target	P30968	2798	Human	yes	negative modulator
DB05694	target	P30968	2798	Human	unknown	
DB06699	target	P30968	2798	Human	yes	antagonist
DB06719	target	P30968	2798	Human	yes	
DB06785	target	P30968	2798	Human	yes	antagonist
DB06788	target	P30968	2798	Human	yes	agonist
DB06825	target	P30968	2798	Human	yes	agonist
DB00008	target	P48551	3455	Human	yes	agonist
DB00011	target	P48551	3455	Human	yes	agonist
DB00018	target	P48551	3455	Human	yes	agonist
DB00022	target	P48551	3455	Human	yes	agonist
DB00034	target	P48551	3455	Human	yes	
DB00060	target	P48551	3455	Human	yes	
DB00068	target	P48551	3455	Human	yes	agonist
DB00069	target	P48551	3455	Human	yes	binder
DB00105	target	P48551	3455	Human	yes	binder
DB05472	target	P48551	3455	Human	unknown	
DB00008	target	P17181	3454	Human	yes	agonist
DB00011	target	P17181	3454	Human	yes	agonist
DB00018	target	P17181	3454	Human	yes	agonist
DB00022	target	P17181	3454	Human	yes	agonist
DB00034	target	P17181	3454	Human	yes	
DB00060	target	P17181	3454	Human	yes	agonist
DB00068	target	P17181	3454	Human	yes	agonist
DB00069	target	P17181	3454	Human	yes	binder
DB00105	target	P17181	3454	Human	yes	binder
DB05258	target	P17181	3454	Human	unknown	
DB05472	target	P17181	3454	Human	unknown	
DB00008	enzyme	P05177	1544	Human	unknown	inhibitor
DB00022	enzyme	P05177	1544	Human	unknown	inhibitor
DB00030	enzyme	P05177	1544	Human	unknown	inducer
DB00033	enzyme	P05177	1544	Human	unknown	inhibitor
DB00046	enzyme	P05177	1544	Human	unknown	inducer
DB00047	enzyme	P05177	1544	Human	unknown	inducer
DB00071	enzyme	P05177	1544	Human	unknown	inducer
DB00105	enzyme	P05177	1544	Human	unknown	inhibitor
DB00170	enzyme	P05177	1544	Human	unknown	substrate|inducer
DB00176	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00184	enzyme	P05177	1544	Human	unknown	substrate|inducer
DB00188	enzyme	P05177	1544	Human	no	substrate|inhibitor
DB00191	enzyme	P05177	1544	Human	unknown	inhibitor
DB00195	enzyme	P05177	1544	Human	unknown	substrate
DB00196	enzyme	P05177	1544	Human	unknown	inhibitor
DB00199	enzyme	P05177	1544	Human	no	inhibitor
DB00201	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00207	enzyme	P05177	1544	Human	unknown	inhibitor
DB00208	enzyme	P05177	1544	Human	unknown	inhibitor
DB00213	enzyme	P05177	1544	Human	unknown	substrate|inducer
DB00215	enzyme	P05177	1544	Human	unknown	inhibitor
DB00220	enzyme	P05177	1544	Human	unknown	inhibitor
DB00238	enzyme	P05177	1544	Human	unknown	inhibitor
DB00246	enzyme	P05177	1544	Human	unknown	substrate
DB00257	enzyme	P05177	1544	Human	unknown	inhibitor
DB00261	enzyme	P05177	1544	Human	unknown	substrate
DB00262	enzyme	P05177	1544	Human	unknown	substrate
DB00268	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00277	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00281	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00286	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00296	enzyme	P05177	1544	Human	unknown	substrate
DB00297	enzyme	P05177	1544	Human	unknown	substrate
DB00300	enzyme	P05177	1544	Human	unknown	inhibitor
DB00313	enzyme	P05177	1544	Human	unknown	inhibitor
DB00315	enzyme	P05177	1544	Human	unknown	substrate
DB00316	enzyme	P05177	1544	Human	unknown	substrate
DB00321	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00325	enzyme	P05177	1544	Human	unknown	inhibitor
DB00333	enzyme	P05177	1544	Human	unknown	substrate
DB00334	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00338	enzyme	P05177	1544	Human	unknown	substrate|inhibitor|inducer
DB00339	enzyme	P05177	1544	Human	unknown	substrate
DB00356	enzyme	P05177	1544	Human	unknown	substrate
DB00357	enzyme	P05177	1544	Human	unknown	inducer
DB00363	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00365	enzyme	P05177	1544	Human	unknown	substrate
DB00368	enzyme	P05177	1544	Human	unknown	inhibitor
DB00370	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00377	enzyme	P05177	1544	Human	unknown	substrate
DB00379	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00381	enzyme	P05177	1544	Human	unknown	inhibitor
DB00382	enzyme	P05177	1544	Human	unknown	substrate
DB00384	enzyme	P05177	1544	Human	unknown	substrate|inhibitor
DB00388	enzyme	P05177	1544	Human	unknown	inducer
DB00389	enzyme	P05177	1544	Human	unknown	inhibitor
DB00396	enzyme	P05177	1544	Human	unknown	substrate
DB00397	enzyme	P05177	1544	Human	unknown	inhibitor
DB00398	enzyme	P05177	1544	Human	unknown	inhibitor
DB00400	enzyme	P05177	1544	Human	unknown	inducer
DB00401	enzyme	P05177	1544	Human	unknown	inhibitor
DB00412	enzyme	P05177	1544	Human	unknown	inhibitor
DB00418	enzyme	P05177	1544	Human	unknown	inducer
DB00420	enzyme	P05177	1544	Human	unknown	substrate
DB00425	enzyme	P05177	1544	Human	unknown	substrate
DB00428	enzyme	P05177	1544	Human	unknown	inducer
